,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,p1,p1_conf,p1_dog,retweet_count,favorite_count,dog_slang
16,888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys.,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden retriever,0.714719,True,4709.0,29611.0,
17,888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden retriever,0.46976,True,4559.0,26080.0,
18,888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive.,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,siberian husky,0.700377,True,3732.0,20290.0,
19,888202515573088257,2017-07-21 01:02:36,Twitter for iPhone,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful.,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,0.809197,True,3164.7973661852166,8080.968564146135,
20,888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french bulldog,0.995026,True,3653.0,22201.0,
21,887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,5609.0,30779.0,
22,887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,False,12082.0,46959.0,
23,887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful.,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,0.809197,True,18781.0,69871.0,
24,887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today.,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican hairless,0.330741,True,10737.0,34222.0,
25,887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,samoyed,0.733942,True,6167.0,31061.0,
26,886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup.,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua,0.793469,True,8084.0,35859.0,
27,886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,3443.0,12306.0,
28,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting.,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,4610.0,22798.0,
29,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog,0.999201,True,3316.0,21524.0,pupper
30,886267009285017600,2017-07-15 16:51:35,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy,,12.0,10.0,,,,,,4.0,117.0,
31,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix.,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,6523.0,28469.0,
32,886054160059072513,2017-07-15 02:45:48,Twitter for iPhone,RT @Athletics:,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",12.0,10.0,,,,,,108.0,0.0,
33,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim spaniel,0.972494,True,7097.0,33382.0,
34,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,6683.0,36689.0,
35,885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard.,https://twitter.com/4bonds2carbon/status/885517367337512960,14.0,10.0,,,,,,3899.0,20788.0,
36,885311592912609280,2017-07-13 01:35:06,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now.,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13.0,10.0,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,labrador retriever,0.908703,True,19297.0,0.0,
37,885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,4556.0,22367.0,
38,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,This is Earl. He found a hat. Nervous about what you think of it.,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian greyhound,0.259916,True,16439.0,68152.0,
39,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,6096.0,28514.0,
40,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy.,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,5100.0,24765.0,
41,884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,0.993225,True,5856.0,27478.0,
42,884247878851493888,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY,https://twitter.com/kaijohnson_19/status/883965650754039809,13.0,10.0,,,,,,21298.0,74423.0,
43,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd,0.707046,True,3128.0,20771.0,doggo
44,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,0.610946,True,3586.0,22349.0,
45,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,10.0,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,0.943082,True,10407.0,46860.0,
46,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,3825.0,22986.0,floofer
47,883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,0.949562,True,6949.0,37914.0,
48,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,0.4667779999999999,True,4122.0,24445.0,
49,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,0.85005,True,5134.0,28903.0,pupper
50,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,0.542982,True,6342.0,28382.0,
51,882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,0.762211,True,12118.0,45880.0,
52,882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10.0,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web site,0.949591,False,5203.0,29900.0,
53,881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof.,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,0.291539,True,3533.0,24773.0,
54,881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,0.529012,True,11099.0,51522.0,
55,881633300179243008,2017-07-02 21:58:53,Twitter for iPhone,@roushfenway These are good dogs but,,17.0,10.0,,,,,,7.0,129.0,
56,881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463,True,16570.0,50199.0,pupper
57,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,5358.0,23501.0,
58,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal.,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street sign,0.251801,False,2886.0,17346.0,
59,880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,0.791416,True,3989.0,21734.0,
60,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success.,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,0.913255,True,6546.0,29075.0,
61,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,0.238525,True,4436.0,27640.0,
62,880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,0.120298,True,4533.0,28150.0,
63,879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,3642.0,22667.0,
64,879674319642796034,2017-06-27 12:14:36,Twitter for iPhone,@RealKentMurphy,,14.0,10.0,,,,,,10.0,315.0,
65,879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead.,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10.0,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short-haired pointer,0.479896,True,3323.0,23822.0,
66,879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt.,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,0.383404,True,45849.0,107956.0,
67,879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10.0,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,3261.0,17099.0,
68,879130579576475649,2017-06-26 00:13:58,Twitter for iPhone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10.0,Emmy,,,,,7181.0,0.0,
69,879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10.0,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,False,4941.0,23022.0,
70,879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere.,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10.0,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,2812.0,19317.0,
71,878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,10.0,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,0.734684,True,4319.0,19763.0,puppo
72,878604707211726852,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you.,https://twitter.com/bbcworld/status/878599868507402241,13.0,10.0,,,,,,7582.0,30931.0,
73,878404777348136964,2017-06-24 00:09:53,Twitter for iPhone,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10.0,Shadow,,,,,1349.0,0.0,
74,878316110768087041,2017-06-23 18:17:33,Twitter for iPhone,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together.,https://twitter.com/dog_rates/status/669000397445533696/photo/1,11.0,10.0,Terrance,,,,,6965.0,0.0,
75,878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10.0,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,1349.0,7913.0,
76,878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10.0,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog,0.839097,True,7181.0,42876.0,
77,877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed.,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13.0,10.0,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever,0.8379559999999999,True,17300.0,71144.0,
78,877611172832227328,2017-06-21 19:36:23,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14.0,10.0,,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,irish setter,0.3647289999999999,True,83.0,0.0,pupper
